II/, ABP/, PLETH/, RESP/
132,207,125,3
132,193,121,1
132,181,118,0
131,169,115,0
128,157,112,0
124,146,110,0
134,134,109,0
174,121,108,0
215,109,107,0
190,99,106,0
134,93,106,0
121,94,106,0
127,101,107,0
128,108,107,0
127,113,108,0
127,116,109,0
127,117,110,0
127,118,111,0
127,118,111,0
127,118,112,0
127,117,112,0
127,114,112,0
126,109,112,0
125,102,112,0
124,95,112,0
123,88,112,0
120,82,113,0
118,78,113,0
116,75,114,0
115,72,115,0
116,71,117,0
118,71,120,0
121,71,123,0
127,71,126,0
132,73,129,0
137,77,133,0
139,87,136,0
140,105,138,0
141,133,140,0
141,165,140,0
138,195,140,0
135,215,138,0
133,224,136,0
132,223,133,0
132,215,130,0
132,203,126,0
132,190,122,0
132,178,118,0
130,167,115,0
127,155,112,0
124,143,109,0
141,131,108,0
189,118,106,0
215,105,106,0
173,96,106,0
126,93,106,0
122,97,107,0
128,105,108,0
128,113,109,0
127,118,110,0
127,120,111,0
127,121,111,0
127,121,112,0
127,121,112,0
127,121,112,0
127,119,112,0
127,116,111,0
127,111,111,0
126,104,112,0
125,97,112,0
123,90,112,0
121,85,113,1
119,81,113,2
117,78,114,5
117,76,116,8
118,75,118,11
120,75,121,14
124,75,125,17
129,75,128,20
134,77,131,23
138,83,134,26
140,95,136,29
140,118,138,31
141,149,138,34
140,182,138,37
137,210,137,39
135,227,135,41
133,231,133,44
133,226,130,46
132,215,126,48
132,202,123,50
132,189,120,51
132,177,117,53
131,165,115,54
127,154,113,56
124,142,111,57
144,130,110,58
193,117,109,60
215,105,108,61
170,98,109,62
125,97,109,63
122,103,110,64
128,111,111,66
128,117,111,66
128,121,112,67
127,122,112,68
127,123,112,69
127,123,113,70
127,122,113,70
127,121,113,71
127,119,113,71
127,115,113,72
126,109,112,72
126,103,112,72
124,97,112,72
123,91,112,71
121,86,112,70
118,82,113,69
116,79,114,68
116,77,116,66
118,76,118,65
120,75,121,64
124,75,124,63
129,76,127,61
135,78,130,60
138,84,133,58
140,97,136,56
140,119,137,55
141,149,138,53
140,181,137,52
137,207,136,50
135,223,134,49
133,226,132,48
132,221,128,47
132,210,125,46
132,197,121,45
132,184,118,45
132,171,115,44
130,160,112,43
125,149,109,42
124,137,107,41
153,125,106,41
203,112,106,40
215,101,106,39
154,93,106,38
121,93,107,37
126,98,108,36
128,106,109,35
127,112,110,34
127,116,111,32
127,118,112,31
127,119,112,30
127,119,112,29
127,119,113,28
127,118,113,26
127,115,113,25
127,111,112,24
126,106,112,22
125,99,112,21
123,93,111,20
122,87,112,19
119,82,112,18
117,79,113,17
116,76,115,16
116,75,117,16
117,73,120,15
120,73,123,15
124,73,126,15
130,74,129,15
135,77,132,16
138,84,135,16
139,99,138,17
140,123,139,17
141,154,140,18
139,186,139,19
136,211,138,19
134,225,135,20
132,227,132,21
132,222,128,22
132,211,125,23
132,199,122,24
132,186,118,25
131,175,115,26
129,163,113,27
124,151,111,28
124,140,109,30
161,127,108,31
210,114,107,33
216,103,107,35
146,97,107,37
121,98,107,39
127,105,107,41
128,113,108,43
128,119,108,45
128,121,109,47
127,123,110,50
127,123,110,53
127,123,111,56
127,123,111,59
127,121,112,62
127,119,112,65
127,115,112,68
127,108,113,70
126,101,113,73
124,95,113,76
122,89,113,78
120,84,113,81
118,81,114,84
117,78,115,86
118,76,117,88
119,75,119,90
122,75,122,92
127,76,125,94
132,77,128,95
137,81,131,96
140,89,133,97
141,106,135,98
141,133,136,98
142,165,137,99
140,196,138,99
136,219,139,99
134,229,138,99
133,229,136,99
133,221,134,98
132,209,131,98
132,196,128,97
132,183,124,96
131,172,121,95
129,161,118,95
124,149,116,94
130,137,114,93
166,125,113,92
212,113,112,92
214,103,111,91
141,100,111,90
122,103,112,89
127,110,113,89
128,117,113,88
128,121,114,87
128,123,115,87
127,123,116,86
127,123,116,85
127,122,117,84
127,121,117,84
127,120,117,83
127,117,117,82
127,112,117,81
126,106,117,79
125,99,116,78
124,93,116,77
122,87,116,75
119,83,116,74
117,80,117,72
117,77,118,71
117,75,120,70
119,74,122,68
122,74,125,67
127,74,128,66
132,75,131,64
137,79,134,63
139,89,137,62
140,107,139,60
141,133,140,59
142,166,140,58
138,196,139,57
135,217,138,56
133,226,136,55
132,225,134,54
132,216,131,54
132,204,129,53
132,191,125,52
132,179,122,52
131,167,120,51
127,156,117,51
124,145,115,51
137,133,114,50
181,120,113,50
217,108,113,50
182,98,113,49
130,94,113,49
121,97,114,49
128,104,115,49
128,111,116,49
127,116,116,48
127,118,117,48
127,119,117,48
127,119,117,47
127,119,117,47
127,119,117,46
127,117,117,45
127,114,117,44
127,109,117,44
126,102,117,43
125,95,117,42
123,89,117,42
121,83,117,41
119,80,118,40
117,77,119,39
116,75,121,38
117,74,123,38
119,74,126,37
123,74,129,37
128,75,132,36
134,76,135,36
138,81,137,36
140,93,139,36
141,114,141,36
142,144,142,36
141,178,143,37
138,207,142,37
135,226,141,37
134,233,139,38
133,230,136,38
133,221,133,39
133,209,129,40
133,197,126,41
133,185,123,42
131,173,120,44
127,163,118,46
125,151,116,48
143,139,115,50
192,127,114,52
220,115,113,54
175,105,113,58
128,102,113,61
123,107,113,66
129,114,114,71
129,121,115,78
128,126,116,84
128,128,116,92
128,129,117,100
128,129,117,107
128,129,118,115
128,128,118,122
128,126,118,130
127,122,118,139
127,116,118,148
126,109,118,157
125,102,118,167
123,96,118,176
121,90,118,185
119,86,119,194
118,84,120,202
117,82,122,211
118,81,124,220
120,80,127,229
124,80,130,238
129,81,133,246
135,83,137,255
139,90,139,255
140,104,142,255
141,129,144,255
142,161,145,255
140,195,145,255
137,222,144,255
135,238,142,255
133,241,140,255
132,235,138,255
132,223,135,255
132,209,132,255
132,197,129,255
132,185,126,255
130,173,124,255
126,162,122,255
124,151,121,255
151,138,120,255
204,125,119,255
221,114,119,255
165,108,119,255
125,107,119,255
123,113,119,255
128,121,120,255
128,126,120,255
127,129,121,255
127,131,121,255
127,131,121,255
127,131,121,255
127,131,121,255
127,129,121,255
127,127,121,255
127,123,120,255
126,116,120,255
125,109,120,255
124,101,120,255
122,94,120,255
120,89,121,255
118,85,122,255
117,82,123,255
117,81,125,255
118,79,128,255
120,79,131,255
125,79,134,255
130,80,136,255
135,83,139,255
138,90,142,255
139,104,145,255
140,129,146,255
141,160,147,255
138,193,147,255
135,218,146,255
133,231,144,255
132,233,141,255
132,226,139,255
132,214,136,255
132,201,134,255
132,188,131,255
131,176,128,255
129,164,126,255
125,153,124,255
132,141,123,255
168,128,122,255
214,115,121,255
216,105,121,255
141,100,121,254
122,102,121,253
128,109,122,248
128,116,122,243
128,121,123,237
128,123,123,232
127,123,123,226
127,123,123,221
127,123,123,215
127,123,123,210
127,122,122,204
127,119,122,197
127,114,121,190
126,108,120,183
125,101,119,175
123,93,119,167
122,88,118,158
119,83,118,150
118,80,119,142
117,77,120,134
117,76,122,127
119,75,125,119
122,74,128,112
127,75,131,105
132,76,134,97
137,80,137,90
139,89,139,83
140,107,141,76
141,136,141,70
141,170,141,65
138,201,141,59
135,222,139,53
133,230,137,48
133,227,135,43
133,217,132,38
133,204,129,33
133,191,126,29
133,178,123,25
132,167,120,21
128,156,117,18
125,145,115,15
139,133,113,12
185,121,112,10
218,108,111,7
180,98,111,5
128,94,111,3
121,97,111,1
128,104,111,0
128,111,111,0
127,115,112,0
127,117,112,0
127,118,112,0
127,118,113,0
127,118,113,0
127,117,114,0
127,115,114,0
127,112,115,0
126,107,115,0
126,100,115,0
124,93,116,0
123,86,116,0
120,81,116,0
118,76,117,0
116,73,118,0
116,71,120,0
116,69,121,0
119,69,123,0
123,69,126,0
128,69,129,0
134,71,132,0
138,77,134,0
139,88,137,0
140,109,138,0
141,139,139,0
140,173,139,0
137,201,138,0
134,220,136,0
133,227,134,0
132,223,131,0
132,213,129,0
132,200,126,0
132,187,123,0
132,175,121,0
130,163,118,0
126,152,116,0
124,140,115,0
151,128,114,0
201,115,113,0
216,103,112,0
156,94,112,0
121,92,113,0
126,96,113,0
128,103,114,0
128,110,115,0
128,115,116,0
127,117,116,0
127,118,117,0
127,118,117,0
127,118,117,0
127,117,117,0
127,115,116,0
127,111,116,0
126,105,116,0
125,99,115,0
124,91,115,0
122,85,115,0
120,80,116,0
118,77,116,0
116,74,118,0
117,73,119,0
118,71,121,0
120,71,123,0
125,71,126,1
130,73,129,3
135,76,131,5
138,83,133,7
139,98,135,9
140,123,137,11
141,156,138,12
139,189,138,14
136,214,137,16
134,227,135,18
133,229,132,19
133,223,130,21
132,211,127,23
132,199,124,25
132,186,121,26
132,174,119,28
130,163,117,29
125,151,115,31
124,139,114,32
157,127,112,34
208,114,111,37
219,103,110,39
152,96,110,41
122,97,110,44
127,103,110,46
128,111,111,49
128,116,112,51
128,118,113,53
127,119,113,55
127,119,114,58
127,119,114,60
127,119,114,62
127,118,115,63
127,115,115,65
127,111,115,67
127,105,115,68
126,98,115,70
124,91,115,71
122,85,115,71
120,80,116,72
118,76,116,72
117,73,117,72
117,72,118,71
118,71,119,71
121,70,123,70
126,70,126,69
131,71,128,68
136,75,132,67
139,84,134,66
140,103,136,64
141,131,136,63
141,165,136,61
139,197,135,59
136,220,133,58
134,230,131,56
133,228,128,55
133,219,125,54
133,206,122,53
133,193,119,52
133,180,116,51
132,168,114,50
129,157,112,49
124,145,111,48
132,134,110,47
168,121,109,46
213,109,109,45
213,98,109,45
137,92,109,44
121,93,109,44
127,99,110,43
128,107,111,43
127,112,112,42
127,115,113,42
127,116,113,42
127,116,114,41
127,116,114,41
127,115,114,40
127,114,114,40
126,111,114,40
126,107,114,39
125,100,114,38
124,93,114,38
122,86,114,37
120,81,114,36
118,76,115,34
116,73,116,33
115,70,118,32
115,69,120,31
117,67,123,31
120,67,126,30
126,67,128,29
131,69,133,28
136,73,135,28
138,83,137,27
139,102,139,27
140,131,139,26
141,164,137,26
137,195,136,25
135,216,133,25
133,225,130,25
132,223,127,25
132,215,124,24
132,203,122,24
132,190,119,24
132,178,117,24
131,166,115,24
127,155,114,24
124,144,113,24
138,133,113,24
184,120,112,24
217,107,113,24
179,97,113,24
128,91,113,24
121,93,114,24
128,100,114,25
128,107,114,25
127,113,115,26
127,116,115,27
127,117,116,28
127,118,116,28
127,118,116,29
127,118,116,31
127,117,117,32
127,113,117,33
126,108,117,35
126,101,117,36
124,94,117,38
123,87,117,40
121,82,117,41
118,77,118,43
117,74,119,45
117,72,121,47
118,71,123,49
120,70,126,51
123,69,129,53
128,70,132,55
133,72,134,57
137,79,137,59
139,92,138,61
140,116,139,63
141,148,139,66
140,183,138,68
137,212,136,70
135,229,134,72
133,233,130,74
133,227,127,76
132,215,124,78
132,201,122,79
133,188,119,81
132,176,117,82
131,165,115,84
127,154,114,85
124,143,114,86
144,131,113,87
192,118,113,88
214,105,114,89
169,96,114,90
125,94,114,91
121,99,114,91
128,107,114,92
128,113,114,92
127,117,114,93
127,118,115,93
127,118,115,93
127,118,115,93
127,118,115,93
127,117,114,93
127,115,114,93
127,111,114,92
126,106,114,92
126,99,114,91
124,92,115,91
122,85,117,90
120,80,118,89
118,75,120,88
116,72,122,86
116,69,124,85
117,68,126,84
119,67,129,82
123,67,131,80
129,68,133,79
134,71,135,77
138,77,136,75
139,91,137,73
140,115,137,71
141,148,136,68
139,182,134,67
136,209,132,65
134,223,129,63
133,226,127,62
132,220,123,61
132,209,120,59
132,195,117,58
132,183,114,56
132,170,112,55
130,159,112,54
125,147,111,53
123,135,111,52
155,123,112,50
205,110,113,49
216,98,113,48
151,89,114,47
120,88,115,46
126,92,116,44
127,100,118,43
127,107,119,42
126,111,119,41
126,113,119,40
126,114,119,39
126,115,119,38
126,115,119,37
126,114,120,36
126,112,120,35
126,107,120,34
125,101,120,34
124,94,121,33
122,87,121,32
121,81,122,32
118,77,123,31
116,73,125,31
115,71,127,31
115,69,130,31
117,69,133,31
119,68,136,31
124,68,139,32
129,69,141,33
135,73,142,33
138,81,143,34
139,99,143,35
140,127,142,37
141,161,140,38
139,195,138,40
135,220,136,42
133,232,131,44
132,233,127,45
132,226,124,47
132,214,120,49
132,201,118,52
132,189,117,54
132,177,115,57
128,165,115,61
124,155,114,64
130,143,114,69
166,131,115,74
215,118,116,79
219,107,117,85
144,99,118,91
122,99,118,96
127,105,119,102
128,113,119,108
127,119,119,116
127,122,120,124
127,124,120,133
127,125,120,142
127,125,120,150
127,125,120,159
127,123,120,168
127,121,120,177
127,116,120,186
126,109,121,196
125,101,122,206
123,94,124,217
121,87,125,227
119,82,127,237
117,79,130,246
117,76,133,255
117,74,136,255
119,73,139,255
122,73,142,255
126,73,144,255
132,75,145,255
136,79,146,255
139,90,145,255
140,110,144,255
141,141,143,255
141,178,141,255
137,211,139,255
135,233,137,255
133,241,134,255
132,237,131,255
132,227,128,255
132,215,126,255
132,201,124,255
131,189,122,255
130,177,121,255
127,165,121,255
123,153,121,255
135,141,121,255
180,129,121,255
221,117,122,255
190,107,123,255
133,103,123,255
123,105,124,255
127,113,124,255
127,119,124,255
127,123,124,255
127,125,124,255
126,126,124,255
126,126,124,255
126,126,124,255
126,125,124,255
126,124,124,255
126,120,124,255
125,115,124,255
125,107,124,255
123,99,125,255
122,91,126,255
120,85,128,255
118,80,130,255
116,77,132,255
116,74,135,255
117,73,138,255
119,71,140,255
122,71,142,255
127,71,144,255
133,74,145,255
137,79,146,255
139,91,146,255
139,113,145,255
140,144,143,255
139,179,141,255
136,209,138,255
134,227,135,255
132,233,133,255
132,228,131,255
131,217,129,255
131,204,127,255
131,191,126,255
132,179,124,255
130,167,123,255
125,156,122,255
123,144,122,255
152,132,122,251
203,119,122,246
217,107,123,241
158,98,123,236
122,95,124,231
122,99,124,226
128,107,124,220
127,113,124,214
127,118,124,208
127,120,124,201
127,121,123,195
127,121,123,188
126,120,122,181
126,118,121,173
126,115,121,167
126,111,121,160
125,105,120,154
125,99,121,148
123,91,121,141
122,85,123,134
120,80,124,126
118,76,127,119
117,73,129,112
117,71,132,105
118,69,134,99
121,67,137,93
125,67,139,86
130,68,141,80
135,72,142,73
138,80,142,67
139,97,141,60
140,125,140,54
141,159,138,49
138,193,136,43
135,218,133,38
133,230,129,33
132,230,126,29
132,222,123,25
132,209,120,21
132,196,117,17
132,183,115,14
132,171,114,10
129,160,113,7
125,149,113,4
132,138,113,2
169,125,113,0
213,113,113,0
193,101,114,0
137,94,114,0
121,94,115,0
127,99,115,0
128,107,115,0
127,112,116,0
127,115,116,0
127,115,116,0
127,116,116,0
127,116,116,0
127,115,115,0
126,114,115,0
126,112,116,0
126,107,116,0
125,101,116,0
124,94,117,0
122,87,118,0
121,81,120,0
118,75,122,0
116,71,124,0
116,69,126,0
116,66,129,0
118,65,132,0
121,64,135,0
126,64,137,0
132,65,139,0
136,70,139,0
138,80,140,0
139,100,139,0
141,130,138,0
140,165,136,0
137,197,133,0
134,219,131,0
133,227,129,0
132,225,127,0
132,215,124,0
132,202,122,0
132,189,119,0
132,176,117,0
130,164,116,0
126,153,115,0
124,142,114,0
142,130,114,0
191,117,114,0
216,104,114,0
170,93,115,0
124,88,116,0
120,89,116,0
127,96,117,0
127,103,118,0
127,109,118,0
127,113,119,0
127,114,120,0
126,115,120,0
126,115,120,0
126,114,120,0
126,112,120,0
126,109,120,0
125,103,120,0
125,96,120,0
123,89,121,0
122,83,122,0
120,77,124,0
118,73,126,0
116,70,128,0
116,68,131,0
117,67,133,0
119,66,136,0
123,66,138,0
128,67,139,0
134,69,140,0
138,76,141,0
139,90,140,0
140,115,139,1
141,147,138,2
139,181,135,4
136,209,132,5
134,226,129,6
133,230,126,7
133,224,122,9
133,213,117,10
133,200,114,11
133,187,112,12
133,175,110,14
131,163,109,15
126,152,108,17
124,141,108,18
152,128,107,20
202,115,107,21
216,103,107,23
156,95,108,25
122,94,109,27
126,99,110,29
129,106,111,32
128,112,112,34
128,116,112,37
128,117,113,39
128,117,113,42
127,117,113,44
127,117,112,46
127,116,112,49
127,114,112,52
127,110,112,54
127,105,113,57
126,98,114,59
125,91,116,61
123,85,118,64
120,79,120,65
118,75,123,67
117,71,125,69
117,69,128,70
119,67,131,71
121,66,134,72
126,67,137,72
131,68,138,73
136,72,140,73
139,81,140,73
140,99,139,73
141,127,137,72
142,161,135,72
140,195,132,71
137,219,129,70
135,229,126,69
134,229,122,68
134,220,119,67
133,207,116,66
133,193,113,64
133,181,111,63
133,169,109,62
130,158,108,61
125,147,108,60
130,135,107,59
164,122,107,59
213,109,107,58
217,97,108,57
143,89,108,56
121,89,109,56
127,95,110,55
128,103,110,54
128,109,111,54
128,112,112,53
127,114,112,52
127,114,112,52
127,114,112,51
127,114,112,50
127,113,112,49
127,110,112,48
126,105,112,47
126,99,113,47
124,91,114,46
123,84,116,45
121,78,118,44
118,74,120,43
116,70,123,42
115,68,126,41
116,66,129,40
118,65,132,39
121,65,135,38
126,64,138,37
132,65,140,36
137,69,142,35
139,79,142,34
140,98,141,34
141,128,139,33
142,163,136,32
138,196,133,31
135,219,129,31
134,228,125,30
133,227,122,29
133,217,119,29
133,204,117,29
133,191,115,28
133,177,114,28
132,166,112,27
128,155,111,27
124,144,110,26
138,133,110,26
183,121,110,26
216,108,111,25
180,97,112,25
129,91,113,25
121,92,113,25
128,98,114,26
128,105,115,26
128,111,115,27
127,115,116,28
127,117,116,29
127,117,116,30
127,118,116,31
127,117,116,32
127,116,116,34
127,113,116,35
127,107,116,37
126,101,117,39
125,93,117,41
123,86,118,43
121,80,119,44
119,75,122,46
118,72,125,48
118,69,128,51
118,67,132,53
120,67,135,55
123,67,139,57
128,67,141,60
134,70,143,62
138,76,143,65
140,90,142,67
140,114,141,69
141,147,139,71
140,182,137,73
137,211,134,74
